Year,recovered-in,originated-in,Number
2011,Oklahoma,North Dakota,0
2011,Oklahoma,Ohio,0
2011,Oklahoma,Oklahoma,1117
2011,Oklahoma,Oregon,0
2011,Oklahoma,Pennsylvania,0
2011,Oklahoma,Rhode Island,0
2011,Oklahoma,South Carolina,0
2011,Oklahoma,South Dakota,0
2011,Oklahoma,Tennessee,0
2011,Oklahoma,Texas,87
2011,Oklahoma,Utah,0
2011,Oklahoma,Vermont,0
2011,Oklahoma,Virginia,0
2011,Oklahoma,Washington,0
2011,Oklahoma,West Virginia,0
2011,Oklahoma,Wisconsin,0
2011,Oklahoma,Wyoming,0
2011,Oklahoma,Other,68
2011,Oregon,Alabama,0
2011,Oregon,Alaska,27
2011,Oregon,Arizona,33
2011,Oregon,Arkansas,0
2011,Oregon,California,147
2011,Oregon,Colorado,14
2011,Oregon,Connecticut,0
2011,Oregon,Delaware,0
2011,Oregon,DC,0
2011,Oregon,Florida,14
2011,Oregon,Georgia,0
2011,Oregon,Idaho,22
2011,Oregon,Illinois,0
2011,Oregon,Indiana,9
2011,Oregon,Iowa,0
2011,Oregon,Kansas,0
2011,Oregon,Kentucky,0
2011,Oregon,Louisiana,0
2011,Oregon,Maine,0
2011,Oregon,Maryland,0
2011,Oregon,Massachusetts,0
2011,Oregon,Michigan,9
2011,Oregon,Minnesota,0
2011,Oregon,Mississippi,0
2011,Oregon,Missouri,10
2011,Oregon,Montana,16
2011,Oregon,Nebraska,0
2011,Oregon,Nevada,27
2011,Oregon,New Hampshire,0
2011,Oregon,New Jersey,0
2011,Oregon,New Mexico,0
2011,Oregon,New York,0
2011,Oregon,North Carolina,0
2011,Oregon,North Dakota,0
2011,Oregon,Ohio,0
2011,Oregon,Oklahoma,12
2011,Oregon,Oregon,1514
2011,Oregon,Pennsylvania,0
2011,Oregon,Rhode Island,0
2011,Oregon,South Carolina,0
2011,Oregon,South Dakota,0
2011,Oregon,Tennessee,0
2011,Oregon,Texas,20
2011,Oregon,Utah,0
2011,Oregon,Vermont,0
2011,Oregon,Virginia,0
2011,Oregon,Washington,134
2011,Oregon,West Virginia,0
2011,Oregon,Wisconsin,0
2011,Oregon,Wyoming,11
2011,Oregon,Other,115
2011,Pennsylvania,Alabama,0
2011,Pennsylvania,Alaska,0
2011,Pennsylvania,Arizona,0
2011,Pennsylvania,Arkansas,0
2011,Pennsylvania,California,26
2011,Pennsylvania,Colorado,0
2011,Pennsylvania,Connecticut,0
2011,Pennsylvania,Delaware,43
2011,Pennsylvania,DC,0
2011,Pennsylvania,Florida,93
2011,Pennsylvania,Georgia,92
2011,Pennsylvania,Idaho,0
2011,Pennsylvania,Illinois,0
2011,Pennsylvania,Indiana,0
2011,Pennsylvania,Iowa,0
2011,Pennsylvania,Kansas,0
2011,Pennsylvania,Kentucky,24
2011,Pennsylvania,Louisiana,0
2011,Pennsylvania,Maine,0
2011,Pennsylvania,Maryland,62
2011,Pennsylvania,Massachusetts,0
2011,Pennsylvania,Michigan,0
2011,Pennsylvania,Minnesota,0
2011,Pennsylvania,Mississippi,0
2011,Pennsylvania,Missouri,0
2011,Pennsylvania,Montana,0
2011,Pennsylvania,Nebraska,0
2011,Pennsylvania,Nevada,0
2011,Pennsylvania,New Hampshire,0
2011,Pennsylvania,New Jersey,50
2011,Pennsylvania,New Mexico,0
2011,Pennsylvania,New York,49
2011,Pennsylvania,North Carolina,73
2011,Pennsylvania,North Dakota,0
2011,Pennsylvania,Ohio,123
2011,Pennsylvania,Oklahoma,0
2011,Pennsylvania,Oregon,0
2011,Pennsylvania,Pennsylvania,5087
2011,Pennsylvania,Rhode Island,0
2011,Pennsylvania,South Carolina,76
2011,Pennsylvania,South Dakota,0
2011,Pennsylvania,Tennessee,0
2011,Pennsylvania,Texas,58
2011,Pennsylvania,Utah,0
2011,Pennsylvania,Vermont,0
2011,Pennsylvania,Virginia,131
2011,Pennsylvania,Washington,0
2011,Pennsylvania,West Virginia,86
2011,Pennsylvania,Wisconsin,0
2011,Pennsylvania,Wyoming,0
2011,Pennsylvania,Other,291
2011,Rhode Island,Alabama,2
2011,Rhode Island,Alaska,0
2011,Rhode Island,Arizona,0
2011,Rhode Island,Arkansas,0
2011,Rhode Island,California,4
2011,Rhode Island,Colorado,0
2011,Rhode Island,Connecticut,9
2011,Rhode Island,Delaware,2
2011,Rhode Island,DC,0
2011,Rhode Island,Florida,14
2011,Rhode Island,Georgia,9
2011,Rhode Island,Idaho,0
2011,Rhode Island,Illinois,0
2011,Rhode Island,Indiana,2
2011,Rhode Island,Iowa,0
2011,Rhode Island,Kansas,0
2011,Rhode Island,Kentucky,0
2011,Rhode Island,Louisiana,2
2011,Rhode Island,Maine,9
2011,Rhode Island,Maryland,0
2011,Rhode Island,Massachusetts,15
2011,Rhode Island,Michigan,0
2011,Rhode Island,Minnesota,0
2011,Rhode Island,Mississippi,2
2011,Rhode Island,Missouri,0
2011,Rhode Island,Montana,0
2011,Rhode Island,Nebraska,0
2011,Rhode Island,Nevada,0
2011,Rhode Island,New Hampshire,6
2011,Rhode Island,New Jersey,0
2011,Rhode Island,New Mexico,0
2011,Rhode Island,New York,3
2011,Rhode Island,North Carolina,0
2011,Rhode Island,North Dakota,0
2011,Rhode Island,Ohio,4
2011,Rhode Island,Oklahoma,0
2011,Rhode Island,Oregon,0
2011,Rhode Island,Pennsylvania,4
2011,Rhode Island,Rhode Island,117
2011,Rhode Island,South Carolina,4
2011,Rhode Island,South Dakota,0
2011,Rhode Island,Tennessee,0
2011,Rhode Island,Texas,2
2011,Rhode Island,Utah,0
2011,Rhode Island,Vermont,0
2011,Rhode Island,Virginia,11
2011,Rhode Island,Washington,0
2011,Rhode Island,West Virginia,3
2011,Rhode Island,Wisconsin,0
2011,Rhode Island,Wyoming,0
2011,Rhode Island,Other,5
2011,South Carolina,Alabama,20
2011,South Carolina,Alaska,0
2011,South Carolina,Arizona,0
2011,South Carolina,Arkansas,0
2011,South Carolina,California,12
2011,South Carolina,Colorado,9
2011,South Carolina,Connecticut,0
2011,South Carolina,Delaware,0
2011,South Carolina,DC,0
2011,South Carolina,Florida,50
2011,South Carolina,Georgia,98
2011,South Carolina,Idaho, 
2011,South Carolina,Illinois,0
2011,South Carolina,Indiana,0
2011,South Carolina,Iowa,0
2011,South Carolina,Kansas,0
2011,South Carolina,Kentucky,19
2011,South Carolina,Louisiana,0
2011,South Carolina,Maine,0
2011,South Carolina,Maryland,0
2011,South Carolina,Massachusetts,0
2011,South Carolina,Michigan,14
2011,South Carolina,Minnesota,0
2011,South Carolina,Mississippi,0
2011,South Carolina,Missouri,0
2011,South Carolina,Montana,0
2011,South Carolina,Nebraska,0
2011,South Carolina,Nevada,0
2011,South Carolina,New Hampshire,0
2011,South Carolina,New Jersey,0
2011,South Carolina,New Mexico,0
2011,South Carolina,New York,9
2011,South Carolina,North Carolina,144
2011,South Carolina,North Dakota,0
2011,South Carolina,Ohio,40
2011,South Carolina,Oklahoma,0
2011,South Carolina,Oregon,0
2011,South Carolina,Pennsylvania,21
2011,South Carolina,Rhode Island,0
2011,South Carolina,South Carolina,1671
2011,South Carolina,South Dakota,0
2011,South Carolina,Tennessee,19
2011,South Carolina,Texas,20
2011,South Carolina,Utah,0
2011,South Carolina,Vermont,0
2011,South Carolina,Virginia,32
2011,South Carolina,Washington,0
2011,South Carolina,West Virginia,20
2011,South Carolina,Wisconsin,0
2011,South Carolina,Wyoming,0
2011,South Carolina,Other,98
2011,South Dakota,Alabama,2
2011,South Dakota,Alaska,0
2011,South Dakota,Arizona,1
2011,South Dakota,Arkansas,0
2011,South Dakota,California,0
2011,South Dakota,Colorado,4
2011,South Dakota,Connecticut,0
2011,South Dakota,Delaware,0
2011,South Dakota,DC,0
2011,South Dakota,Florida,0
2011,South Dakota,Georgia,1
2011,South Dakota,Idaho,0
2011,South Dakota,Illinois,0
2011,South Dakota,Indiana,0
2011,South Dakota,Iowa,1
2011,South Dakota,Kansas,0
2011,South Dakota,Kentucky,0
2011,South Dakota,Louisiana,0
2011,South Dakota,Maine,0
2011,South Dakota,Maryland,0
2011,South Dakota,Massachusetts,0
2011,South Dakota,Michigan,0
2011,South Dakota,Minnesota,3
2011,South Dakota,Mississippi,0
2011,South Dakota,Missouri,0
2011,South Dakota,Montana,0
2011,South Dakota,Nebraska,2
2011,South Dakota,Nevada,0
2011,South Dakota,New Hampshire,0
2011,South Dakota,New Jersey,1
2011,South Dakota,New Mexico,0
2011,South Dakota,New York,1
2011,South Dakota,North Carolina,0
2011,South Dakota,North Dakota,0
2011,South Dakota,Ohio,0
2011,South Dakota,Oklahoma,0
2011,South Dakota,Oregon,1
2011,South Dakota,Pennsylvania,0
2011,South Dakota,Rhode Island,0
2011,South Dakota,South Carolina,0
2011,South Dakota,South Dakota,62
2011,South Dakota,Tennessee,1
2011,South Dakota,Texas,5
2011,South Dakota,Utah,0
2011,South Dakota,Vermont,0
2011,South Dakota,Virginia,1
2011,South Dakota,Washington,1
2011,South Dakota,West Virginia,0
2011,South Dakota,Wisconsin,2
2011,South Dakota,Wyoming,2
2011,South Dakota,Other,0
2011,Tennessee,Alabama,67
2011,Tennessee,Alaska,0
2011,Tennessee,Arizona,0
2011,Tennessee,Arkansas,19
2011,Tennessee,California,0
2011,Tennessee,Colorado,0
2011,Tennessee,Connecticut,0
2011,Tennessee,Delaware,0
2011,Tennessee,DC,0
2011,Tennessee,Florida,51
2011,Tennessee,Georgia,184
2011,Tennessee,Idaho,0
2011,Tennessee,Illinois,21
2011,Tennessee,Indiana,38
2011,Tennessee,Iowa,0
2011,Tennessee,Kansas,0
2011,Tennessee,Kentucky,141
2011,Tennessee,Louisiana,27
2011,Tennessee,Maine,0
2011,Tennessee,Maryland,0
2011,Tennessee,Massachusetts,0
2011,Tennessee,Michigan,23
2011,Tennessee,Minnesota,0
2011,Tennessee,Mississippi,37
2011,Tennessee,Missouri,0
2011,Tennessee,Montana,0
2011,Tennessee,Nebraska,0
2011,Tennessee,Nevada,0
2011,Tennessee,New Hampshire,0
2011,Tennessee,New Jersey,0
2011,Tennessee,New Mexico,0
2011,Tennessee,New York,0
2011,Tennessee,North Carolina,28
2011,Tennessee,North Dakota,0
2011,Tennessee,Ohio,33
2011,Tennessee,Oklahoma,0
2011,Tennessee,Oregon,0
2011,Tennessee,Pennsylvania,0
2011,Tennessee,Rhode Island,0
2011,Tennessee,South Carolina,19
2011,Tennessee,South Dakota,0
2011,Tennessee,Tennessee,1733
2011,Tennessee,Texas,48
2011,Tennessee,Utah,0
2011,Tennessee,Vermont,0
2011,Tennessee,Virginia,32
2011,Tennessee,Washington,0
2011,Tennessee,West Virginia,0
2011,Tennessee,Wisconsin,0
2011,Tennessee,Wyoming,0
2011,Tennessee,Other,146
2011,Texas,Alabama,62
2011,Texas,Alaska,0
2011,Texas,Arizona,90
2011,Texas,Arkansas,92
2011,Texas,California,137
2011,Texas,Colorado,50
2011,Texas,Connecticut,0
2011,Texas,Delaware,0
2011,Texas,DC,0
2011,Texas,Florida,124
2011,Texas,Georgia,91
2011,Texas,Idaho,0
2011,Texas,Illinois,0
2011,Texas,Indiana,0
2011,Texas,Iowa,0
2011,Texas,Kansas,0
2011,Texas,Kentucky,0
2011,Texas,Louisiana,232
2011,Texas,Maine,0
2011,Texas,Maryland,0
2011,Texas,Massachusetts,0
2011,Texas,Michigan,0
2011,Texas,Minnesota,0
2011,Texas,Mississippi,63
2011,Texas,Missouri,0
2011,Texas,Montana,0
2011,Texas,Nebraska,0
2011,Texas,Nevada,0
2011,Texas,New Hampshire,0
2011,Texas,New Jersey,0
2011,Texas,New Mexico,63
2011,Texas,New York,0
2011,Texas,North Carolina,40
2011,Texas,North Dakota,0
2011,Texas,Ohio,62
2011,Texas,Oklahoma,171
2011,Texas,Oregon,0
2011,Texas,Pennsylvania,0
2011,Texas,Rhode Island,0
2011,Texas,South Carolina,0
2011,Texas,South Dakota,0
2011,Texas,Tennessee,0
2011,Texas,Texas,8542
2011,Texas,Utah,0
2011,Texas,Vermont,0
2011,Texas,Virginia,40
2011,Texas,Washington,0
2011,Texas,West Virginia,0
2011,Texas,Wisconsin,0
2011,Texas,Wyoming,0
2011,Texas,Other,578
2011,Utah,Alabama,3
2011,Utah,Alaska,0
2011,Utah,Arizona,12
2011,Utah,Arkansas,0
2011,Utah,California,36
2011,Utah,Colorado,11
2011,Utah,Connecticut,0
2011,Utah,Delaware,0
2011,Utah,DC,0
2011,Utah,Florida,5
2011,Utah,Georgia,3
2011,Utah,Idaho,11
2011,Utah,Illinois,0
2011,Utah,Indiana,0
2011,Utah,Iowa,0
2011,Utah,Kansas,0
2011,Utah,Kentucky,0
2011,Utah,Louisiana,0
2011,Utah,Maine,0
2011,Utah,Maryland,0
2011,Utah,Massachusetts,0
2011,Utah,Michigan,0
2011,Utah,Minnesota,0
2011,Utah,Mississippi,4
2011,Utah,Missouri,0
2011,Utah,Montana,3
2011,Utah,Nebraska,0
2011,Utah,Nevada,6
2011,Utah,New Hampshire,0
2011,Utah,New Jersey,0
2011,Utah,New Mexico,3
2011,Utah,New York,0
2011,Utah,North Carolina,3
2011,Utah,North Dakota,0
2011,Utah,Ohio,0
2011,Utah,Oklahoma,0
2011,Utah,Oregon,10
2011,Utah,Pennsylvania,0
2011,Utah,Rhode Island,0
2011,Utah,South Carolina,0
2011,Utah,South Dakota,0
2011,Utah,Tennessee,0
2011,Utah,Texas,6
2011,Utah,Utah,416
2011,Utah,Vermont,0
2011,Utah,Virginia,0
2011,Utah,Washington,8
2011,Utah,West Virginia,0
2011,Utah,Wisconsin,0
2011,Utah,Wyoming,8
2011,Utah,Other,32
2011,Vermont,Alabama,0
2011,Vermont,Alaska,0
2011,Vermont,Arizona,0
2011,Vermont,Arkansas,2
2011,Vermont,California,0
2011,Vermont,Colorado,0
2011,Vermont,Connecticut,6
2011,Vermont,Delaware,0
2011,Vermont,DC,0
2011,Vermont,Florida,7
2011,Vermont,Georgia,0
2011,Vermont,Idaho,0
2011,Vermont,Illinois,2
2011,Vermont,Indiana,0
2011,Vermont,Iowa,0
2011,Vermont,Kansas,0
2011,Vermont,Kentucky,2
2011,Vermont,Louisiana,2
2011,Vermont,Maine,6
2011,Vermont,Maryland,0
2011,Vermont,Massachusetts,8
2011,Vermont,Michigan,0
2011,Vermont,Minnesota,0
2011,Vermont,Mississippi,0
2011,Vermont,Missouri,0
2011,Vermont,Montana,0
2011,Vermont,Nebraska,0
2011,Vermont,Nevada,0
2011,Vermont,New Hampshire,27
2011,Vermont,New Jersey,0
2011,Vermont,New Mexico,0
2011,Vermont,New York,8
2011,Vermont,North Carolina,0
2011,Vermont,North Dakota,0
2011,Vermont,Ohio,2
2011,Vermont,Oklahoma,0
2011,Vermont,Oregon,0
2011,Vermont,Pennsylvania,0
2011,Vermont,Rhode Island,0
2011,Vermont,South Carolina,0
2011,Vermont,South Dakota,0
2011,Vermont,Tennessee,2
2011,Vermont,Texas,8
2011,Vermont,Utah,0
2011,Vermont,Vermont,123
2011,Vermont,Virginia,0
2011,Vermont,Washington,2
2011,Vermont,West Virginia,0
2011,Vermont,Wisconsin,0
2011,Vermont,Wyoming,0
2011,Vermont,Other,14
2011,Virginia,Alabama,22
2011,Virginia,Alaska,0
2011,Virginia,Arizona,0
2011,Virginia,Arkansas,0
2011,Virginia,California,33
2011,Virginia,Colorado,0
2011,Virginia,Connecticut,0
2011,Virginia,Delaware,0
2011,Virginia,DC,0
2011,Virginia,Florida,51
2011,Virginia,Georgia,73
2011,Virginia,Idaho,0
2011,Virginia,Illinois,0
2011,Virginia,Indiana,0
2011,Virginia,Iowa,0
2011,Virginia,Kansas,0
2011,Virginia,Kentucky,25
2011,Virginia,Louisiana,21
2011,Virginia,Maine,0
2011,Virginia,Maryland,73
2011,Virginia,Massachusetts,0
2011,Virginia,Michigan,0
2011,Virginia,Minnesota,0
2011,Virginia,Mississippi,0
2011,Virginia,Missouri,0
2011,Virginia,Montana,0
2011,Virginia,Nebraska,0
2011,Virginia,Nevada,0
2011,Virginia,New Hampshire,0
2011,Virginia,New Jersey,0
2011,Virginia,New Mexico,0
2011,Virginia,New York,0
2011,Virginia,North Carolina,149
2011,Virginia,North Dakota,0
2011,Virginia,Ohio,31
2011,Virginia,Oklahoma,0
2011,Virginia,Oregon,0
2011,Virginia,Pennsylvania,66
2011,Virginia,Rhode Island,0
2011,Virginia,South Carolina,36
2011,Virginia,South Dakota,0
2011,Virginia,Tennessee,45
2011,Virginia,Texas,53
2011,Virginia,Utah,0
2011,Virginia,Vermont,0
2011,Virginia,Virginia,3521
2011,Virginia,Washington,0
2011,Virginia,West Virginia,63
2011,Virginia,Wisconsin,0
2011,Virginia,Wyoming,0
2011,Virginia,Other,243
2011,Washington,Alabama,0
2011,Washington,Alaska,22
2011,Washington,Arizona,36
2011,Washington,Arkansas,0
2011,Washington,California,102
2011,Washington,Colorado,12
2011,Washington,Connecticut,0
2011,Washington,Delaware,0
2011,Washington,DC,0
2011,Washington,Florida,19
2011,Washington,Georgia,9
2011,Washington,Idaho,61
2011,Washington,Illinois,0
2011,Washington,Indiana,9
2011,Washington,Iowa,0
2011,Washington,Kansas,0
2011,Washington,Kentucky,0
2011,Washington,Louisiana,0
2011,Washington,Maine,0
2011,Washington,Maryland,0
2011,Washington,Massachusetts,0
2011,Washington,Michigan,0
2011,Washington,Minnesota,0
2011,Washington,Mississippi,0
2011,Washington,Missouri,0
2011,Washington,Montana,29
2011,Washington,Nebraska,0
2011,Washington,Nevada,32
2011,Washington,New Hampshire,0
2011,Washington,New Jersey,0
2011,Washington,New Mexico,0
2011,Washington,New York,0
2011,Washington,North Carolina,0
2011,Washington,North Dakota,0
2011,Washington,Ohio,11
2011,Washington,Oklahoma,0
2011,Washington,Oregon,133
2011,Washington,Pennsylvania,0
2011,Washington,Rhode Island,0
2011,Washington,South Carolina,0
2011,Washington,South Dakota,0
2011,Washington,Tennessee,9
2011,Washington,Texas,31
2011,Washington,Utah,14
2011,Washington,Vermont,0
2011,Washington,Virginia,0
2011,Washington,Washington,1617
2011,Washington,West Virginia,0
2011,Washington,Wisconsin,0
2011,Washington,Wyoming,10
2011,Washington,Other,114
2011,West Virginia,Alabama,0
2011,West Virginia,Alaska,0
2011,West Virginia,Arizona,3
2011,West Virginia,Arkansas,0
2011,West Virginia,California,5
2011,West Virginia,Colorado,0
2011,West Virginia,Connecticut,0
2011,West Virginia,Delaware,0
2011,West Virginia,DC,0
2011,West Virginia,Florida,12
2011,West Virginia,Georgia,3
2011,West Virginia,Idaho,0
2011,West Virginia,Illinois,3
2011,West Virginia,Indiana,6
2011,West Virginia,Iowa,0
2011,West Virginia,Kansas,0
2011,West Virginia,Kentucky,22
2011,West Virginia,Louisiana,0
2011,West Virginia,Maine,0
2011,West Virginia,Maryland,12
2011,West Virginia,Massachusetts,0
2011,West Virginia,Michigan,4
2011,West Virginia,Minnesota,0
2011,West Virginia,Mississippi,3
2011,West Virginia,Missouri,0
2011,West Virginia,Montana,0
2011,West Virginia,Nebraska,0
2011,West Virginia,Nevada,0
2011,West Virginia,New Hampshire,0
2011,West Virginia,New Jersey,0
2011,West Virginia,New Mexico,0
2011,West Virginia,New York,0
2011,West Virginia,North Carolina,6
2011,West Virginia,North Dakota,0
2011,West Virginia,Ohio,88
2011,West Virginia,Oklahoma,0
2011,West Virginia,Oregon,0
2011,West Virginia,Pennsylvania,19
2011,West Virginia,Rhode Island,0
2011,West Virginia,South Carolina,3
2011,West Virginia,South Dakota,0
2011,West Virginia,Tennessee,0
2011,West Virginia,Texas,3
2011,West Virginia,Utah,0
2011,West Virginia,Vermont,0
2011,West Virginia,Virginia,29
2011,West Virginia,Washington,0
2011,West Virginia,West Virginia,449
2011,West Virginia,Wisconsin,0
2011,West Virginia,Wyoming,0
2011,West Virginia,Other,26
2011,Wisconsin,Alabama,0
2011,Wisconsin,Alaska,0
2011,Wisconsin,Arizona,11
2011,Wisconsin,Arkansas,20
2011,Wisconsin,California,9
2011,Wisconsin,Colorado,0
2011,Wisconsin,Connecticut,0
2011,Wisconsin,Delaware,0
2011,Wisconsin,DC,0
2011,Wisconsin,Florida,16
2011,Wisconsin,Georgia,12
2011,Wisconsin,Idaho,0
2011,Wisconsin,Illinois,81
2011,Wisconsin,Indiana,51
2011,Wisconsin,Iowa,0
2011,Wisconsin,Kansas,0
2011,Wisconsin,Kentucky,11
2011,Wisconsin,Louisiana,0
2011,Wisconsin,Maine,0
2011,Wisconsin,Maryland,0
2011,Wisconsin,Massachusetts,0
2011,Wisconsin,Michigan,23
2011,Wisconsin,Minnesota,40
2011,Wisconsin,Mississippi,50
2011,Wisconsin,Missouri,0
2011,Wisconsin,Montana,0
2011,Wisconsin,Nebraska,0
2011,Wisconsin,Nevada,0
2011,Wisconsin,New Hampshire,0
2011,Wisconsin,New Jersey,0
2011,Wisconsin,New Mexico,0
2011,Wisconsin,New York,0
2011,Wisconsin,North Carolina,9
2011,Wisconsin,North Dakota,0
2011,Wisconsin,Ohio,15
2011,Wisconsin,Oklahoma,0
2011,Wisconsin,Oregon,0
2011,Wisconsin,Pennsylvania,0
2011,Wisconsin,Rhode Island,0
2011,Wisconsin,South Carolina,0
2011,Wisconsin,South Dakota,0
2011,Wisconsin,Tennessee,15
2011,Wisconsin,Texas,19
2011,Wisconsin,Utah,0
2011,Wisconsin,Vermont,0
2011,Wisconsin,Virginia,0
2011,Wisconsin,Washington,0
2011,Wisconsin,West Virginia,0
2011,Wisconsin,Wisconsin,1591
2011,Wisconsin,Wyoming,0
2011,Wisconsin,Other,95
2011,Wyoming,Alabama,0
2011,Wyoming,Alaska,0
2011,Wyoming,Arizona,4
2011,Wyoming,Arkansas,0
2011,Wyoming,California,2
2011,Wyoming,Colorado,8
2011,Wyoming,Connecticut,1
2011,Wyoming,Delaware,0
2011,Wyoming,DC,0
2011,Wyoming,Florida,0
2011,Wyoming,Georgia,1
2011,Wyoming,Idaho,5
2011,Wyoming,Illinois,0
2011,Wyoming,Indiana,1
2011,Wyoming,Iowa,1
2011,Wyoming,Kansas,3
2011,Wyoming,Kentucky,0
2011,Wyoming,Louisiana,1
2011,Wyoming,Maine,0
2011,Wyoming,Maryland,0
2011,Wyoming,Massachusetts,0
2011,Wyoming,Michigan,1
2011,Wyoming,Minnesota,0
2011,Wyoming,Mississippi,0
2011,Wyoming,Missouri,1
2011,Wyoming,Montana,7
2011,Wyoming,Nebraska,5
2011,Wyoming,Nevada,1
2011,Wyoming,New Hampshire,0
2011,Wyoming,New Jersey,0
2011,Wyoming,New Mexico,0
2011,Wyoming,New York,0
2011,Wyoming,North Carolina,1
2011,Wyoming,North Dakota,0
2011,Wyoming,Ohio,1
2011,Wyoming,Oklahoma,0
2011,Wyoming,Oregon,1
2011,Wyoming,Pennsylvania,1
2011,Wyoming,Rhode Island,0
2011,Wyoming,South Carolina,0
2011,Wyoming,South Dakota,0
2011,Wyoming,Tennessee,0
2011,Wyoming,Texas,0
2011,Wyoming,Utah,3
2011,Wyoming,Vermont,0
2011,Wyoming,Virginia,1
2011,Wyoming,Washington,0
2011,Wyoming,West Virginia,0
2011,Wyoming,Wisconsin,0
2011,Wyoming,Wyoming,57
2011,Wyoming,Other,0
